"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation","external_gene_name","description"
"ENSG00000104369",451.211069018319,-1.46435654372359,0.380786011438483,-3.845615384325,0.000120250260743072,0.00873420465800414,"Downregulated","JPH1","junctophilin 1 [Source:HGNC Symbol;Acc:HGNC:14201]"
"ENSG00000104381",519.002540043494,-1.21127567900376,0.387784357142075,-3.12358055887225,0.00178664948721705,0.0479053638143474,"Downregulated","GDAP1","ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]"
"ENSG00000104722",6.29690897533047,-2.72279518801667,0.751633939323422,-3.62250165348783,0.000291767595406691,0.0152582781693883,"Downregulated","NEFM","neurofilament medium chain [Source:HGNC Symbol;Acc:HGNC:7734]"
"ENSG00000104826",7.31372168842388,-1.42684801192505,0.442024540944691,-3.22798369718478,0.00124666078790358,0.0372459852400626,"Downregulated","LHB","luteinizing hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:6584]"
"ENSG00000104880",4020.62037096142,-1.00524804893255,0.291590290776058,-3.4474674937122,0.000565868496773297,0.0232646689522456,"Downregulated","ARHGEF18","Rho/Rac guanine nucleotide exchange factor 18 [Source:HGNC Symbol;Acc:HGNC:17090]"
"ENSG00000104881",2252.20360342071,-1.27454217645063,0.359400001873802,-3.5463054251685,0.000390673126909337,0.0183728793568801,"Downregulated","PPP1R13L","protein phosphatase 1 regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]"
"ENSG00000104884",2281.1182884211,-1.05291094086991,0.299498226816488,-3.51558322084845,0.000438789215634414,0.0198640242562477,"Downregulated","ERCC2","ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]"
"ENSG00000104892",464.669695973079,-1.96095405334237,0.490112361999486,-4.00102957073428,6.30674750176545e-05,0.00564756279712887,"Downregulated","KLC3","kinesin light chain 3 [Source:HGNC Symbol;Acc:HGNC:20717]"
"ENSG00000105173",2630.51886934564,-1.33481704043238,0.364448802060278,-3.66256394008288,0.000249703397953427,0.0139136646341642,"Downregulated","CCNE1","cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]"
"ENSG00000105255",324.747595249956,-2.75726485162501,0.648016001973398,-4.25493327823439,2.09111361866251e-05,0.00266726970009146,"Downregulated","FSD1","fibronectin type III and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13745]"
"ENSG00000105810",4871.19587435883,-1.62780872721788,0.492765088399158,-3.30341731900312,0.000955141307233501,0.0322508198625279,"Downregulated","CDK6","cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]"
"ENSG00000106031",11.7023125398644,-3.4300006449787,0.810648349279682,-4.23118192743684,2.32466549846031e-05,0.00287809438701421,"Downregulated","HOXA13","homeobox A13 [Source:HGNC Symbol;Acc:HGNC:5102]"
"ENSG00000106689",46.3034596265701,-1.97340301607889,0.607375946407834,-3.24906349642271,0.00115785629517629,0.0356631744098142,"Downregulated","LHX2","LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]"
"ENSG00000107105",70.8717298687689,-3.62948743642859,0.783165244339054,-4.63438267040523,3.58004212518052e-06,0.000780091179076836,"Downregulated","ELAVL2","ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]"
"ENSG00000108515",612.896808236372,-1.52700550526259,0.334565622679393,-4.56414347963625,5.0153770938542e-06,0.000926144634534603,"Downregulated","ENO3","enolase 3 [Source:HGNC Symbol;Acc:HGNC:3354]"
"ENSG00000108846",1275.03827492468,-1.9278744770991,0.462458685614737,-4.16874963551915,3.06275189839259e-05,0.00344477547643078,"Downregulated","ABCC3","ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]"
"ENSG00000108854",4312.80082418335,-1.49069621043358,0.325699615912646,-4.57690503028837,4.71905560416662e-06,0.000896757746640617,"Downregulated","SMURF2","SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]"
"ENSG00000109321",957.094336561007,-3.04455420302776,0.714218296445593,-4.26277822646019,2.01900874158277e-05,0.00260835180706058,"Downregulated","AREG","amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]"
"ENSG00000109685",9898.99369915202,-1.26968415256566,0.313271643065743,-4.05298143215344,5.05690173926407e-05,0.00481879980605966,"Downregulated","NSD2","nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766]"
"ENSG00000109805",2683.10165642625,-1.02337787766604,0.306840517460675,-3.33521102798035,0.000852346899561348,0.0301614935667882,"Downregulated","NCAPG","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]"
"ENSG00000111358",2795.16087683564,-1.04311270590911,0.309873798116777,-3.36625010649016,0.000761975868103229,0.0281414477389311,"Downregulated","GTF2H3","general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]"
"ENSG00000111371",26762.9918822889,-1.05271532638106,0.299242029318159,-3.51793940436686,0.000434911661226212,0.019776006118604,"Downregulated","SLC38A1","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]"
"ENSG00000111490",197.945284045685,-1.5661209749182,0.421147185675838,-3.71870222142162,0.000200248947004174,0.0120305319957666,"Downregulated","TBC1D30","TBC1 domain family member 30 [Source:HGNC Symbol;Acc:HGNC:29164]"
"ENSG00000111981",122.598079921967,-3.0634115950073,0.561333196018642,-5.45738541161489,4.83196779968147e-08,2.77075206197524e-05,"Downregulated","ULBP1","UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]"
"ENSG00000112238",49.6268682689994,-7.40684179489272,1.44140163778964,-5.13863839245456,2.76736348056622e-07,0.000110306433368667,"Downregulated","PRDM13","PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998]"
"ENSG00000112837",783.960599583447,-3.55969442192858,0.859426868598895,-4.14193988108828,3.44380623376174e-05,0.00370883092097236,"Downregulated","TBX18","T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]"
"ENSG00000113356",254.677434916924,-1.48929791600424,0.356463331484655,-4.17798349637078,2.94104989719294e-05,0.00338724402742422,"Downregulated","POLR3G","RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]"
"ENSG00000113645",12367.7918946093,-1.25756659026521,0.346620383406221,-3.62808031630213,0.000285536442218109,0.0150771544651032,"Downregulated","WWC1","WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]"
"ENSG00000113739",6422.32277719593,-2.97621238579901,0.47457170064819,-6.27136506819513,3.57896373519008e-10,7.79856197897919e-07,"Downregulated","STC2","stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]"
"ENSG00000114019",9228.92442916692,-1.21453744524423,0.354533621226753,-3.42573277265411,0.000613143301560714,0.0242916228018326,"Downregulated","AMOTL2","angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]"
"ENSG00000114631",4373.92494252368,-1.47795598115558,0.36894188342989,-4.00593168608476,6.17735021623704e-05,0.00554688713784911,"Downregulated","PODXL2","podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]"
"ENSG00000115221",3505.61312389627,-1.79809580534318,0.554120328485629,-3.24495549596105,0.00117468980794068,0.0360175763344662,"Downregulated","ITGB6","integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]"
"ENSG00000115266",123.48491664407,-1.48274508433343,0.339444206747652,-4.36815551674953,1.2530026049074e-05,0.00185313982540263,"Downregulated","APC2","APC regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:24036]"
"ENSG00000115844",175.255469392095,-6.60004467521285,0.961233409802641,-6.86622479816631,6.59231647583605e-12,4.30939728025402e-08,"Downregulated","DLX2","distal-less homeobox 2 [Source:HGNC Symbol;Acc:HGNC:2915]"
"ENSG00000116014",68.2987905777472,-1.98695536915472,0.587274226431003,-3.38335189887336,0.000716068166218802,0.0270261986291704,"Downregulated","KISS1R","KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]"
"ENSG00000116183",194.006397054159,-2.90405679612487,0.76295072789798,-3.80634907332206,0.000141033290600802,0.00958351996525409,"Downregulated","PAPPA2","pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]"
"ENSG00000116717",4676.64711768099,-1.1702118020866,0.329746847315273,-3.54881877298967,0.000386963303748551,0.0183006148282893,"Downregulated","GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]"
"ENSG00000116871",8904.39569307699,-1.02773255746623,0.261308802353589,-3.93301927914221,8.38855068478632e-05,0.00687167366246218,"Downregulated","MAP7D1","MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]"
"ENSG00000117298",11946.8638025875,-1.14686660514918,0.327704559519464,-3.49969682091367,0.000465787597198571,0.0204627252882195,"Downregulated","ECE1","endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]"
"ENSG00000119042",354.682399770045,-2.95143173327783,0.548537308016323,-5.38054876148917,7.4259120650486e-08,3.85263390231926e-05,"Downregulated","SATB2","SATB homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21637]"
"ENSG00000119285",5167.89752625797,-1.0329010415308,0.278952513380454,-3.70278449551756,0.000213246016670053,0.0125584613601093,"Downregulated","HEATR1","HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]"
"ENSG00000119326",6569.4748379807,-1.20705514496647,0.344229575645638,-3.50654107132577,0.000453971370917719,0.0201826726197908,"Downregulated","CTNNAL1","catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]"
"ENSG00000119900",4352.12771870247,-2.57655470160488,0.436875745368377,-5.89768310308073,3.68641093601656e-09,3.65122246799095e-06,"Downregulated","OGFRL1","opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]"
"ENSG00000120800",3363.36140186125,-1.09372424217915,0.284871344528346,-3.83936209515912,0.000123354392620277,0.00888070115152812,"Downregulated","UTP20","UTP20 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]"
"ENSG00000121742",142.918417895498,-2.3363436362306,0.664795192984706,-3.51438106184434,0.000440780010508948,0.0198990257506699,"Downregulated","GJB6","gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288]"
"ENSG00000122483",966.735672313847,-1.33541466030905,0.310812430303802,-4.29652912852861,1.73493179925703e-05,0.00232402646961951,"Downregulated","CCDC18","coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]"
"ENSG00000122861",6111.65927180238,-1.49561769856851,0.466107676477923,-3.20873861136538,0.00133318634413875,0.0390458742456764,"Downregulated","PLAU","plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]"
"ENSG00000123364",7.79472071704618,-4.45248582121086,0.906551024290566,-4.91145639010801,9.04023953503023e-07,0.000273592804817095,"Downregulated","HOXC13","homeobox C13 [Source:HGNC Symbol;Acc:HGNC:5125]"
"ENSG00000123388",4.39649728068757,-4.32841170130754,1.39457975561795,-3.10373908976586,0.00191091766343092,0.0498072917298561,"Downregulated","HOXC11","homeobox C11 [Source:HGNC Symbol;Acc:HGNC:5123]"
"ENSG00000123685",139.870643481282,-1.3090859821384,0.412058082634752,-3.17694528346087,0.00148835113443017,0.0421549019314127,"Downregulated","BATF3","basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915]"
"ENSG00000124225",5477.02178106987,-2.2217026386899,0.500697982223002,-4.43721108846089,9.1131915674124e-06,0.00144594498243143,"Downregulated","PMEPA1","prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]"
"ENSG00000124260",5.21798998391829,-3.17396949702748,0.932519956217118,-3.40364779956354,0.000664924292195932,0.0257806055639668,"Downregulated","MAGEA10","MAGE family member A10 [Source:HGNC Symbol;Acc:HGNC:6797]"
"ENSG00000124302",27.3161003341428,-2.55662590404029,0.749271613014807,-3.4121483579944,0.000644530244401507,0.0251457511753632,"Downregulated","CHST8","carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]"
"ENSG00000125878",193.950794857338,-1.60488569768651,0.438866250766658,-3.65689021400695,0.000255293656114176,0.0141189054993094,"Downregulated","TCF15","transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11627]"
"ENSG00000126562",76.8709713000887,-2.74504388357503,0.555975165904156,-4.93734981689496,7.9191347608761e-07,0.000257798206335485,"Downregulated","WNK4","WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]"
"ENSG00000128298",378.259818077116,-1.95653827883531,0.434997019603601,-4.49781996349823,6.8653794290558e-06,0.00116266801367196,"Downregulated","BAIAP2L2","BAR/IMD domain containing adaptor protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26203]"
"ENSG00000128564",44.1512945400813,-1.88184444452786,0.597347271718991,-3.15033571529081,0.0016308294668076,0.0448845828181096,"Downregulated","VGF","VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]"
"ENSG00000128573",103.251431096608,-2.40098135637914,0.709565971850396,-3.38373238237157,0.000715076657156069,0.027019977501903,"Downregulated","FOXP2","forkhead box P2 [Source:HGNC Symbol;Acc:HGNC:13875]"
"ENSG00000128713",29.8922736083439,-4.49439018775653,0.78520071739672,-5.72387427593976,1.04121815592392e-08,8.7262090836855e-06,"Downregulated","HOXD11","homeobox D11 [Source:HGNC Symbol;Acc:HGNC:5134]"
"ENSG00000128714",8.72540822426384,-2.28203181157828,0.657688001512973,-3.46977868887466,0.000520887369366786,0.0220248430371972,"Downregulated","HOXD13","homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]"
"ENSG00000129195",963.771533013417,-1.09075015088162,0.3336038301284,-3.26959720594875,0.00107700725518194,0.0343077793305631,"Downregulated","PIMREG","PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]"
"ENSG00000129474",4272.57321130009,-1.46028512824421,0.421484121830443,-3.4646266670792,0.000530968023250417,0.0224036362340955,"Downregulated","AJUBA","ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]"
"ENSG00000129680",2114.98180282884,-1.22835781545537,0.346284307481937,-3.54725232681658,0.000389271569415497,0.0183558157392796,"Downregulated","MAP7D3","MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]"
